timestamp,time,open,high,low,close
2026-01-07 23:00:00+0900,1767794400,156.511,156.577,156.362,156.415
2026-01-08 01:00:00+0900,1767801600,156.421,156.721,156.391,156.678
2026-01-08 03:00:00+0900,1767808800,156.678,156.801,156.575,156.618
2026-01-08 05:00:00+0900,1767816000,156.618,156.758,156.594,156.738
2026-01-08 07:00:00+0900,1767823200,156.738,156.79,156.722,156.743
2026-01-08 09:00:00+0900,1767830400,156.729,156.753,156.619,156.694
2026-01-08 11:00:00+0900,1767837600,156.694,156.939,156.672,156.91
2026-01-08 13:00:00+0900,1767844800,156.91,156.954,156.63,156.715
2026-01-08 15:00:00+0900,1767852000,156.714,156.729,156.64,156.665
2026-01-08 17:00:00+0900,1767859200,156.666,156.692,156.465,156.469
2026-01-08 19:00:00+0900,1767866400,156.468,156.782,156.456,156.742
2026-01-08 21:00:00+0900,1767873600,156.743,156.778,156.664,156.758
2026-01-08 23:00:00+0900,1767880800,156.76,156.962,156.663,156.962
2026-01-09 01:00:00+0900,1767888000,156.965,157.07,156.851,156.86
2026-01-09 03:00:00+0900,1767895200,156.863,156.985,156.771,156.808
2026-01-09 05:00:00+0900,1767902400,156.806,156.984,156.793,156.963
2026-01-09 07:00:00+0900,1767909600,156.962,156.991,156.806,156.85
2026-01-09 09:00:00+0900,1767916800,156.845,156.931,156.686,156.864
2026-01-09 11:00:00+0900,1767924000,156.865,157.168,156.865,157.159
2026-01-09 13:00:00+0900,1767931200,157.157,157.258,157.118,157.234
2026-01-09 15:00:00+0900,1767938400,157.234,157.388,157.194,157.374
2026-01-09 17:00:00+0900,1767945600,157.374,157.57,157.338,157.479
2026-01-09 19:00:00+0900,1767952800,157.479,157.734,157.456,157.706
2026-01-09 21:00:00+0900,1767960000,157.706,157.723,157.563,157.575
2026-01-09 23:00:00+0900,1767967200,157.575,157.818,157.373,157.486
2026-01-10 01:00:00+0900,1767974400,157.485,158.184,157.369,157.87
2026-01-10 03:00:00+0900,1767981600,157.871,158.13,157.827,158.051
